_id,headline,pub_date
nyt://article/1ddbad3b-de6a-528d-9112-b5b2f5e7455e,"Drought That Snarled Panama Canal Was Linked to El Niño, Study Finds",2024-05-01
nyt://article/2429e1ea-4b2e-5781-a720-8dcf5397cfe7,"Blinken meets with Netanyahu, hoping to stave off an Israeli assault on Rafah.",2024-05-01
nyt://article/83bdf8f5-775d-579e-913e-cb0fbdc6fc85,Word of the Day: pigeonhole,2024-05-01
nyt://article/ec79d576-7355-5b8b-a744-ce1e34199bd3,Frustrated South Koreans Blame President in Standoff With Doctors,2024-05-01
nyt://article/c9ec1778-2d25-5167-aa46-64715784f2fd,"Late Night Weighs In on Donald Trump’s $9,000 Fine",2024-05-01
nyt://article/b575edb3-7cb1-5f03-b414-6254e015b07f,Spelling Bee Forum,2024-05-01
nyt://article/fb813047-b4eb-56fb-85a4-98564afed915,"Today’s Wordle Review No. 1,047",2024-05-01
nyt://article/383bab7f-f7b5-5aca-a43f-c8065ec4dbd3,The Connections Companion No. 325,2024-05-01
nyt://article/3d6a2461-07a2-56bf-956e-27cdae17c8c4,Prosecutors Say They Plan to Retry Harvey Weinstein as Soon as the Fall,2024-05-01
nyt://article/53a131a6-bcd3-53ae-8807-ee0cf9d5d6db,The Most Decorated Battleship in U.S. History Gets an Overdue Face-Lift,2024-05-01
nyt://article/9fe37f83-6eee-592d-b89a-f0980236f154,Student Orchestra,2024-05-01
nyt://video/eaad63f3-db7f-5f23-be63-f9299d9e8fd8,Police Arrest Columbia Protesters Occupying Hamilton Hall,2024-05-01
nyt://article/1a8906d7-715e-56fc-ace0-f8a752702bb2,Columbia Said It Had ‘No Choice’ but to Call the Police,2024-05-01
nyt://article/342fedc8-af09-5792-8128-12e2ae75bc1d,India’s Master of Nostalgia Takes His Sweeping Vision to Netflix,2024-05-01
nyt://article/0c43205b-1a61-5d6e-9c2b-08197d6effa3,Police Officers Respond as Clashes Erupt at U.C.L.A. Encampment,2024-05-01
nyt://article/65de4951-17b9-534f-9a9e-61f90ff33c70,Glamping With the Stars,2024-05-01
nyt://article/40eebad9-9e97-5ed8-875e-450b31b70f19,2 Books Go Behind Bars With Palestinians,2024-05-01
nyt://article/0f142927-e1b8-5e2a-bdef-16baf1605898,The Artist Who Burned the U.S. Flag Raises a New One in Venice,2024-05-01
nyt://article/016ac771-07a0-5bfa-82bd-e4b6d61fec3e,Beyoncé’s Last Fashion Frontier,2024-05-01
nyt://article/e6b8866b-4bff-57e7-9c0d-824d3d2e425c,Bulgarian Distrust of Russia Simmers Over a Black Sea Oil Terminal,2024-05-01
nyt://article/c0201b44-27ec-5d4c-9611-ce139e8488c3,Rare Editions of Pushkin Are Vanishing From Libraries Around Europe,2024-05-01
nyt://article/d487ed12-3107-5eef-a12e-e9993b2875e6,I’ll Sign Your Baseball if You Sign Mine,2024-05-01
nyt://article/9938c111-e742-539b-aca8-8a03b366046b,"$2.1 Million Homes in Massachusetts, Texas and South Carolina",2024-05-01
nyt://article/3730aa62-e1d7-56e2-9153-8037200ae067,She Wrote ‘The History of White People.’ She Has a Lot More to Say.,2024-05-01
nyt://article/b3e1e5dc-7699-50cd-b40d-1204f9e3f154,5 Minutes That Will Make You Love Jazz Bass,2024-05-01
nyt://article/fe3e47df-c3d6-5670-99ba-9b7be3d04946,Trump’s Trial Can Right a Wrong From 50 Years Ago,2024-05-01
nyt://article/786c5e1d-1fc5-5345-8853-7a0dd10d1bf2,"Emily Ratajkowski Can Take Care of Herself, but a Little Help Would Be Nice",2024-05-01
nyt://article/428e9f8e-2312-5678-994b-4d038a55415d,Federal Money Is All Over Milwaukee. Biden Hopes Voters Will Notice.,2024-05-01
nyt://article/80d0d143-326c-51db-98ee-afe872e96853,Why Are Movies so Bad at Making Civil War Look Scary?,2024-05-01
nyt://article/f146399c-71cc-5aef-ac3d-bd188f149a0b,This Is Peak College Admissions Insanity,2024-05-01
nyt://article/d6ad3ac6-894d-58f0-b092-643d586f7277,"Florida’s Six-Week Abortion Ban Is Now Law, With Political Implications",2024-05-01
nyt://article/d98506b6-ea60-5fda-866b-3ce2eef33e21,"When My Mom Got Sick, This TV Show Kept Us Going",2024-05-01
nyt://article/b4d524da-2ef0-5244-a317-677f69bb9994,Bird Flu Is Spreading. Did We Learn Nothing From Covid?,2024-05-01
nyt://article/093ba144-ed07-5a89-96f8-3b15b9bbcaca,‘Where Is the Palestinian Gandhi?’,2024-05-01
nyt://article/1e578b10-5aca-500c-a219-62ffc2bcb3c3,Model-Boat Sailing Returns to Central Park,2024-05-01
nyt://article/79da9d94-3ba6-5c61-ab92-eff769cf7965,"Fed Holds Rates Steady, Noting Lack of Progress on Inflation",2024-05-01
nyt://article/7d1819e3-7a78-5910-b799-d39e5584cd05,"Who Could Catch Bird Flu First? These Experts Have an Idea, and a Way to Help.",2024-05-01
nyt://article/3ef06365-43b4-5e8f-ad70-9554cd43474b,Who Are the Hosts of the Met Gala?,2024-05-01
nyt://article/dcb0005a-d3ff-5102-b078-9360ccdf0485,"The Fed Tries to Steer Clear of Politics, but an Election Year Is Making It Tough",2024-05-01
nyt://article/1151cb13-d21b-5093-8937-3600853410de,Biden Is Not Winning. His Campaign Should Stop Acting Like It Is.,2024-05-01
nyt://article/ae3569e0-a772-5578-a0f5-8b5f435aebfa,What Small Wins Have You Had Recently?,2024-05-01
nyt://article/17311e5e-8ef1-535e-ae4b-9ca22efa0264,"In Children’s TV, Dads Get to Have All the Fun",2024-05-01
nyt://article/0dd53e08-dcdc-58db-966b-acad47750c11,"Hey, A.I. Let’s Talk",2024-05-01
nyt://article/3bca5cd5-d555-5666-b039-306008d4b837,A Huge Gender Gap Is Emerging Among Young Voters,2024-05-01
nyt://article/8ea13f08-ef7b-51f0-8cdd-591ed05f5f28,"Arizona Lawmakers Repeal 1864 Abortion Ban, Creating Rift on the Right",2024-05-01
nyt://interactive/9612e1bd-96a2-5fec-b413-ac659319e5ee,Florida’s Abortion Ban Will Reach Well Beyond Florida,2024-05-01
nyt://article/ddbd2f1e-f8ec-5b1e-a407-0061c44158f0,The New Abortion Fight Before the Supreme Court,2024-05-01
nyt://article/1ff6339e-296f-52fc-9021-d8b143488ea5,"Florida Abortion Ban Takes Effect, and U.C.L.A. Calls in Police",2024-05-01
nyt://article/ed54e45f-c14d-5bbe-922a-16e74e87c1f7,"Expressway Collapses in Southern China Amid Heavy Rains, Killing 36",2024-05-01
nyt://article/191d9390-796d-5aca-8e8c-1e17de61e5bd,Chinese Scientist Who Shared Covid Sequence Protests Lab Closure,2024-05-01
nyt://article/cb1c5dc6-79c9-5873-8737-b132b9831198,Will Hamas Say No?,2024-05-01
nyt://article/b7a7e87a-aa76-5ea8-be88-e3929b401056,The Cannabis Industry Hopes for New Highs,2024-05-01
nyt://article/3f41d02b-51b0-5204-96be-4942cf1d7aa5,Why Does My Husband Exclude Me From Dinners With His Siblings?,2024-05-01
nyt://article/ff054029-5dc2-55da-981b-3ba53abf424f,The ‘Impossible Life’ of Equal Devotion to Art and Mothering,2024-05-01
nyt://article/4453d54c-54be-56a0-97b7-d89c26163179,"What Is the American Independent Party, Anyway?",2024-05-01
nyt://article/52b5b931-d792-52d1-a593-18ebd928b3d8,"In a Portland Library, Activists Fortify for a Standoff",2024-05-01
nyt://article/5322245d-5a93-534d-ad17-8c5b62064099,Paul Auster’s Best Books: A Guide,2024-05-01
nyt://article/6577e1a1-6446-5507-ad25-5d637f41bc29,Some Gazans Say U.S. Campus Protests Give Them ‘Hope’,2024-05-01
nyt://article/d2396f65-a968-5e63-8aa1-750f62ecca34,Greene Says She Will Demand Vote Next Week on Removing Johnson,2024-05-01
nyt://article/c5fc6ec4-71f3-557f-9d5e-8020aeb6eb33,Biden Cancels $6.1 Billion in Debt for Former Art Institute Students,2024-05-01
nyt://article/b218e984-2b68-5fa4-b2c3-8254b8c0390f,The Treadmill Desk Might Really Be Worth It,2024-05-01
nyt://article/64b5eb8a-7457-5bb2-94ad-87559cbcd6ca,14 Protesters Are Arrested at Tulane After Police Clear Encampment,2024-05-01
nyt://article/35377156-32c0-5844-a5aa-cb4a4d998617,"The Best Movies and TV Shows Coming to Amazon, Disney+, Hulu, Apple TV+ and More in May",2024-05-01
nyt://article/2f63f2ff-8652-5239-b907-6cd066a1dd5f,New Progressive PAC Targets 8 Key House Races in California,2024-05-01
nyt://article/2b911036-e18f-512d-a5c7-c74edf9e1351,What Makes a Society More Resilient? Frequent Hardship.,2024-05-01
nyt://article/ded0dccd-4e93-5a30-a09f-f0c71be7bb13,"Chicken katsu, weeknight rescue",2024-05-01
nyt://article/5f8c6987-ef81-5c62-aa31-f880d56420bf,Eric Adams Seizes Role as Face of the Crackdown on Student Protests,2024-05-01
nyt://article/91c254e3-6f66-586c-a1f6-7bcd4b37ec4b,His Book Was Repeatedly Banned. Fighting For It Shaped His Life.,2024-05-01
nyt://article/39d6e2a5-a8cd-5a30-892a-834683f8d9a9,Job Openings and Hiring Are at a 3-Year Ebb,2024-05-01
nyt://article/d5f99acd-595f-53e0-be86-a3dad29d01a7,Aspirin Can Prevent a Deadly Pregnancy Complication. Why Aren’t Women Told?,2024-05-01
nyt://video/432a456b-bb0e-5a68-beca-547b6a137f27,Counterprotesters Storm U.C.L.A. Pro-Palestinian Encampment,2024-05-01
nyt://article/7a787fe0-fd4b-5cd6-b87f-eac3ed051d67,Should I Lie So That My Cousin Can Have a Catholic Wedding?,2024-05-01
nyt://article/97d17049-46db-5b8b-9ef9-5c27e71a28bf,"Unruly Passenger Must Pay United Airlines $20,638 for Disrupting Flight",2024-05-01
nyt://article/629aa0b7-d583-5200-801c-3dfb18dfe2dd,"Record Number of Writers Were Jailed Globally in 2023, PEN America Says",2024-05-01
nyt://article/0f4789d1-261c-5643-809e-87653240e70c,Zwirner Anchors Los Angeles Art Neighborhood With New Gallery,2024-05-01
nyt://article/9b815f89-5a12-593a-8c88-94cb86f53017,Senators Slam UnitedHealth’s C.E.O. Over Cyberattack,2024-05-01
nyt://article/ba09f116-8bef-5028-97ae-b9e60549e7ee,What to See in New York During a Month-Long Celebration of Design,2024-05-01
nyt://article/ab5b1343-7027-5f64-8fbe-76a54cb3c69a,"What the Fed’s Moves Mean for Mortgages, Credit Cards and More",2024-05-01
nyt://article/b151a014-4f58-5944-88a2-822289c8157d,United Methodist Church Reverses Ban on Practicing Gay Clergy,2024-05-01
nyt://article/5d49b4ce-5b56-57a0-b301-697a01d00ece,What the First Amendment Means for Campus Protests,2024-05-01
nyt://article/9926e04b-bb88-5c39-bf50-4cca298a426d,Johnson & Johnson Proposes $6.5 Billion in New Talc Settlement Offer,2024-05-01
nyt://article/9367257b-1b15-5121-8930-32203ec34b07,NASCAR and Its Race Teams Fight Over the Sport’s Future,2024-05-01
nyt://article/28e9a60c-34ca-5aec-b254-23c3f1419d5c,"Pet Alligator Is Mistakenly Released Into the Wild, Owner Says",2024-05-01
nyt://article/506cf159-1cd4-580c-be69-38845f83f472,Judging the Justices on the Presidential Immunity Case,2024-05-01
nyt://article/2be5703b-af16-5aff-83f5-bea3e04e187b,Flooding in a Kenyan Natural Reserve Forces Tourist Evacuation,2024-05-01
nyt://article/63e9447d-10e6-5daa-a70d-32563c187ffe,Share Your Experiences With Virginia’s Judicial Appointment System,2024-05-01
nyt://interactive/0603b6ab-0476-5ebe-a84b-39015ca83887,"Transcript of Trump Manhattan Trial, April 22, 2024",2024-05-01
nyt://article/2ceda8d7-28c0-5dbd-8a91-e19b7fe09c53,Why Is ‘Baby Reindeer’ Such a Hit? It’s All in the Ending.,2024-05-01
nyt://article/0e69b4d7-1c86-5be8-91a3-a2cfb17b973c,Bird Flu Highlights Concerns Around Raw Milk,2024-05-01
nyt://article/2bc3374b-eb90-5353-ad82-7ea869a3324d,"From Florida to Arizona, Abortion Politics Dominate the 2024 Race",2024-05-01
nyt://article/355e1cd6-2f3d-50d0-b165-822d1936a0d4,Truth Social Co-Founder Says Trump Nearly Derailed Deal That Led to Market Windfall,2024-05-01
nyt://article/94b987bc-2ab7-5c36-9676-546710d23495,The Best Movies and TV Shows Coming to Netflix in May,2024-05-01
nyt://interactive/0688067f-c672-5af9-810b-bf5844a73126,"Transcript of Trump Manhattan Trial, April 23, 2024",2024-05-01
nyt://article/dfff6493-0b18-55fd-b938-59741c41e860,U.S. Imposes Sanctions on Chinese Companies for Aiding Russia’s War Effort,2024-05-01
nyt://article/49197e7a-36b9-5f8a-a104-af43cb1a0084,Collusion in Health Care Pricing? Regulators Are Asked to Investigate,2024-05-01
nyt://article/edaf6c89-71cf-55a4-9fea-ae5e29ef06cb,Met Museum Reaches Fund-Raising Goal for New Modern Wing,2024-05-01
nyt://article/f0ac6858-1595-5e3e-90ea-18c426681059,Are Smartphones Driving Our Teens to Depression?,2024-05-01
nyt://article/ee527bb3-6532-5788-9ec3-79eccad04706,How to Make an Easy Picnic That Transports You to France,2024-05-01
nyt://interactive/34b42b46-eea1-568a-8758-335ea166a6eb,"Transcript of Trump Manhattan Trial, April 25, 2024",2024-05-01
nyt://article/652c8787-7951-50a5-b498-08fd2ef5d880,"Before the Violence, U.C.L.A. Thought a Tolerant Approach Would Work",2024-05-01
nyt://article/2348900d-ac99-5b65-bd9f-0d53932cc4d4,125 Picture Prompts for Creative and Narrative Writing,2024-05-01
nyt://article/83bb0292-0021-5624-9a3f-32c17e6f33ad,"Handcuffs and Barricades at Columbia, but No Reporters",2024-05-01
nyt://interactive/b894ed75-a002-58a2-8c0a-f0d7b0a19e4d,"Transcript of Trump Manhattan Trial, April 26, 2024",2024-05-01
nyt://article/c02bbc4e-351b-5797-a8a0-373d0143ca2e,The 63-Year-Old Career Activist Among the Protesters at Columbia,2024-05-01
nyt://article/55876d28-f696-5d8a-841e-806ef245c005,It’s Not Just Gaza: Student Protesters See Links to a Global Struggle,2024-05-01
nyt://article/6dee870b-7165-5650-a102-d1fb3166845d,"In Latest Stunt, Airbnb Lists the ‘Up’ House. It Floats.",2024-05-01
nyt://article/c2bbfc3b-0363-5214-a03a-28cdcd2145f0,"Giuliani’s Spending: $43,000 a Month and a Lot of Credit Card Bills",2024-05-01
nyt://article/19447e12-057b-5a33-976b-edcec8c5bc71,Tell Us What You Think About New York City’s Streets,2024-05-01
nyt://article/610f65ce-b874-55eb-a4d4-473252643417,11 Spring Art Fairs Kick Off for Buyers and Browsers Alike,2024-05-01
nyt://article/1690a2dc-736a-59db-9103-7adca3e688aa,The Latest Campus Battleground Is the Flagpole,2024-05-01
nyt://interactive/f3b8988d-3fcb-5739-8f30-3620b7762c2e,What’s in Our Queue? ‘Atomic Blonde’ and More,2024-05-01
nyt://article/e4796d10-a898-5a04-814e-aa499e1139fd,"As Protests Grow, Universities Choose Different Ways to End Unrest",2024-05-01
nyt://article/be71e282-cc39-5332-8e53-70761bbfb97c,"Popcast (Deluxe): Sabrina Carpenter, Chappell Roan + Editing Taylor Swift",2024-05-01
nyt://article/f58f34de-b365-5e22-a41f-a456310b403e,"Duane Eddy, Whose Twang Changed Rock ’n’ Roll, Dies at 86",2024-05-01
nyt://article/0e760162-3216-5c6e-bff3-1ea725b648ba,"When Banks Fail, Why Do We Keep Bailing Out Uninsured Depositors?",2024-05-01
nyt://article/eb3a416c-9433-5d6f-b48e-0ed87c460afe,The Words That Have Defined This Week in Donald J. Trump’s Trial,2024-05-01
nyt://article/377cc03c-a49e-5f95-9773-25c052228a14,Walnuts Recalled From Natural Food Stores After E. Coli Outbreak,2024-05-01
nyt://article/06c435ed-36c8-5dc7-b4c0-d24d408f9e23,"Kim Noltemy, Orchestra Veteran, Is Tapped to Lead L.A. Philharmonic",2024-05-01
nyt://article/1570cc41-6af9-565d-a3cb-02bce9cc04d2,Colombia to Sever Ties With Israel Over Gaza War,2024-05-01
nyt://article/3dbf9104-b19a-5ba6-ad9f-e00604130f68,Thursday Briefing: Police Deployed at U.S. Campuses,2024-05-01
nyt://article/da49e385-de04-547e-a135-b96456b2f2ee,"Olga Fikotova Connolly, Olympian in a Cold War Romance, Dies at 91",2024-05-01
nyt://video/834c020d-5e68-57b4-aec8-d011f019ad00,Harris Blasts Trump Over Florida Abortion Ban,2024-05-01
nyt://article/83072c7b-5723-5ecf-a0de-86eb821eed5f,"In Bid to Oust Johnson, Greene Tries to Reclaim a Powerful Perch on the Fringe",2024-05-01
nyt://article/67814d58-3a17-52b1-bf15-0dfd3504f329,Police Enter Fordham’s Manhattan Campus and Arrest Protesters,2024-05-01
nyt://article/fbd29c68-2820-557f-8a52-bbf36eb893ea,"In Florida, Harris Looks to Make Trump the Face of the State’s Abortion Ban",2024-05-01
nyt://video/ad8ca098-774c-5d4d-9220-24bc973390cd,‘Lack of Further Progress’ on Inflation Keeps Interest Rates High,2024-05-01
nyt://article/6228937a-0745-573e-b40f-224dc635ee32,"Veteran Collected Benefits After Lying About Purple Heart, U.S. Says",2024-05-01
nyt://article/11550bf4-e319-5872-b412-ea3a77083ad1,"Giant Pandas Are Returning to San Diego, China Announces",2024-05-01
nyt://article/ea35ef49-6fb3-5d83-8478-1ea97129467e,Arizona Voted to Repeal Its Abortion Ban,2024-05-01
nyt://article/7b134bfa-a2c5-5eb4-b6f0-e274ac7b8629,Mountain Goats Are Not Avalanche-Proof,2024-05-01
nyt://article/60bd18e7-a972-5dcf-b698-a3b45e822938,Biden to Speak on Antisemitism at a Holocaust Remembrance Next Week,2024-05-01
nyt://article/60c1b2c5-6ea0-5839-bd74-f3023f949de7,Trump Praises Police Crackdowns on Campus Protests,2024-05-01
nyt://article/4e2baedd-c771-5502-b8f3-a6e6206b7575,Blinken Turns Up Pressure on Hamas to Accept Gaza Cease-Fire Deal,2024-05-01
nyt://article/833dce4b-90fc-5f1f-9df9-ab47ca38ec88,Read Transcripts From Trump’s Manhattan Criminal Trial,2024-05-01
nyt://article/3acd4e04-1a77-5428-9f29-cb6563a2f666,How Six-Week Abortion Bans Went From Fringe to Reality,2024-05-01
nyt://article/243c3bdb-1fa9-5ab9-b27f-917b559b9b72,"Armed Student Is Killed Near Wisconsin Middle School, Officials Say",2024-05-01
nyt://article/911e1857-237e-5348-ab35-4d5a48698d04,"Pasteurized Dairy Foods Free of Live Bird Flu, Federal Tests Confirm",2024-05-01
nyt://article/3c65cc49-5fe4-51c7-9774-f8f22f8b331c,Sept. 11 Trial Plea Negotiations Still Underway at Guantánamo Bay,2024-05-01
nyt://article/3a50170b-6e17-53ab-b572-463c07c3a6ed,"Dan Schneider Sues ‘Quiet on Set’ Creators, Saying Series Defamed Him",2024-05-01
nyt://article/20abf445-5b94-5b10-9afd-d1eaf7cc1bd4,Republicans Call on NPR’s C.E.O. to Testify About Political Bias Accusations,2024-05-01
nyt://article/14fd7d0e-ecaa-5b0d-b2f0-3db54b752c76,Senate Democrats Reintroduce Legislation to Legalize Marijuana,2024-05-01
nyt://article/b40337c1-5381-5eca-a8a2-158fa9c08770,Republicans Step Up Attacks on Scientist at Heart of Lab Leak Theory,2024-05-01
nyt://article/f98dffe8-0c2e-5594-a11e-b63072688fc5,How Protesters Can Actually Help Palestinians,2024-05-01
nyt://article/58ae6862-8a16-5f81-8cbf-9a73caf6bbda,Kamala Harris Isn’t Americans’ ‘Momala.’ She’s Our Vice President.,2024-05-01
nyt://article/193fcf6e-d5fd-5240-a566-e4a59915f723,Trump Acknowledges He Wanted to Go to the Capitol on Jan. 6,2024-05-01
nyt://article/b4ce8351-4db3-57c5-ba04-ed1ce82d303e,"2 Players Sue Philharmonic, Saying They Were Wrongfully Suspended",2024-05-02
nyt://interactive/7015e4fd-a887-5396-ae78-d8358bebdbed,"Transcript of Trump Manhattan Trial, April 30, 2024",2024-05-02
nyt://article/18e6e10a-4b1d-55d4-a9a3-de75f23c91d7,Made It to the Big Leagues,2024-05-02
nyt://article/29de495f-ed24-5250-b12a-a482fbc3fa28,"Trump, Repeating 2020 Election Lies, Will Not Commit to Accepting 2024 Results",2024-05-02
nyt://article/2e7dd114-1cc3-5d0c-9934-64101fc28cd9,"Richard Tandy, Keyboardist for Electric Light Orchestra, Dies at 76",2024-05-02
nyt://article/77bd133e-5439-523b-b5f1-2f1c73a003a3,"England’s Local Elections and Their Wider Significance, Explained",2024-05-02
nyt://article/55141e60-8c8c-578d-be85-a5b2f0506f78,‘I Will Never Forget Any of It’: Brittney Griner Is Ready to Talk,2024-05-02
nyt://article/8b1bf348-0f2d-5390-a1b5-d61d1f27aaef,U.K. Conservatives Hold Their Breath: How Bad Will Local Elections Be?,2024-05-02
nyt://article/91c6d53e-160b-5f66-a2e5-105f710c08d4,U.S. and Israel Struggle With Clashing Visions on Ending Gaza War,2024-05-02
nyt://article/eefd9827-711c-57fd-bb1e-76be4494957a,5 Takeaways From the Times Interview of Brittney Griner,2024-05-02
nyt://article/1135dab8-3bc1-53a5-91dd-3d6c0c91c594,Thursday Briefing,2024-05-02
nyt://article/37660420-04be-5160-9ce7-c4201a852712,The Cruel Spectacle of British Asylum Policy,2024-05-02
nyt://article/28841bb1-061f-5e4d-9675-20468cd4380e,"Quotation of the Day: More Writers Imprisoned Worldwide, Report Finds",2024-05-02
nyt://article/92288124-08c1-5c2c-bd9e-8e61282ffd5b,Menendez Lawyers Cite ‘Traumatic’ History to Explain His Cash Stockpile,2024-05-02
nyt://article/55768c7b-f5d5-570b-8266-377735720631,Word of the Day: rapport,2024-05-02
nyt://article/c7040565-9d6c-5365-bd27-3dc8edf313a4,"Corrections: May 2, 2024",2024-05-02
nyt://article/0e2bb8d7-02d3-5fe4-bfce-0a5b77966b2d,Seth Meyers Mocks Donald Trump for Appearing to Nod Off in Court,2024-05-02
nyt://article/31a9914d-84d1-5fc0-a42f-c10db3e8e1c9,The Connections Companion No. 326,2024-05-02
nyt://article/eda52821-1a90-5adf-a704-4084f3e66aab,Spelling Bee Forum,2024-05-02
nyt://article/7af70df1-a00c-58df-9b46-c0ba96eba31d,"Today’s Wordle Review No. 1,048",2024-05-02
nyt://article/c2f2109d-cf35-5532-9acc-a7e4e01edbc5,Underwear on a Statue,2024-05-02
nyt://article/14569627-e67c-51a3-9175-a3d9b658a38c,"In an Online World, a New Generation of Protesters Chooses Anonymity",2024-05-02
nyt://article/14cfbca7-b350-5ddc-987b-034ee32a784b,The Man Who Never Says No to Zendaya,2024-05-02
nyt://article/00232d5f-5a82-5258-bdd0-a9a84bbdd755,Avoiding Altitude Sickness: How to Enjoy the Mountains Safely,2024-05-02
nyt://article/9f01997e-f63b-505b-b5b5-061aa857bf29,Robert Kagan Takes the Long View on Trumpism,2024-05-02
nyt://article/4f2be699-aa1c-570d-adb0-3a8737af7aa6,A ‘Skate Migration’ Is Changing How Atlanta Rolls,2024-05-02
nyt://article/c1df7566-51e6-5183-9349-aa26aa47a9a8,Can Forests Be More Profitable Than Beef?,2024-05-02
nyt://article/10428cfb-b7d1-5f23-98be-e2d95f0c62d7,"One Year After Scandoval, an Expanded Vanderpump Universe",2024-05-02
nyt://article/7be687f7-1efc-56c3-901a-67673a801035,At a Taylor Swift Concert? Time to Propose.,2024-05-02
nyt://article/23e3ec8c-3b05-5f8f-9a4f-a53d7aa38636,Gardens of Good and Evil,2024-05-02
nyt://article/3436d2d6-abc5-55ca-9bcf-1c908519bef3,"Trump Embraces Lawlessness, but in the Name of a Higher Law",2024-05-02
nyt://article/f9ad285a-6c03-5fe1-a826-e6a84df8e982,This Pie Maximizes the Best Part of Spanakopita,2024-05-02
nyt://article/686947a4-dd0f-50c2-92ef-5b97bf7c989f,"After a Breakup, Does an Ex Get to Stay on Your Grid?",2024-05-02
nyt://article/8014a266-4187-5749-af4c-193d7deaa204,This Common Condition Can Damage Joints Long Before It’s Detected,2024-05-02
nyt://article/dce7656e-24e7-561b-9033-81433a79d0ce,Katt Williams Wants to Show You the Receipts,2024-05-02
nyt://article/b709e281-4168-51ce-b85d-58bc335ba63e,‘The Idea of You’ Review: Surviving Celebrity,2024-05-02
nyt://article/8aff2987-0efc-5af1-9a3f-c7d2017d4dbf,‘Turtles All the Way Down’ Review: 10 Things I Hate About Germs,2024-05-02
nyt://article/01690bdb-cd71-56e8-b009-9da3a8aebe3c,‘I Saw the TV Glow’ Review: How We Used to Escape,2024-05-02
nyt://article/4ad2082f-c59d-5fd6-9c84-b511f125d31d,A Portrait Artist Fit for a King (but Not a President),2024-05-02
nyt://article/dd81e32d-d50b-59a4-aa6e-b6b8219dad06,‘Wildcat’ Review: Seeing Flannery O’Connor Through Her Stories,2024-05-02
nyt://article/e82bdd54-c430-5997-94f9-1d6b01112cef,‘The Fall Guy’ Review: Ryan Gosling Goes Pow! Splat! Ouch!,2024-05-02
nyt://article/3a68b53d-c043-5433-86df-00ea86321a01,Higher Home Values Mean Higher Taxes. Who’s Paying the Most?,2024-05-02
nyt://article/6ae010ff-4ff2-55df-87dd-dae726ab01fd,The Judge Deciding Google’s Fate,2024-05-02
nyt://article/ad78d388-3cf1-53f4-be82-759434a372bf,They Used to Award Olympic Medals for Art?,2024-05-02
