_id,headline,pub_date
nyt://article/85f00779-5a9f-570b-aff3-a6d05d9e4ab3,Did an Unorthodox Therapist Drive a Woman to Suicide?,2022-11-01 09:00:20
nyt://article/0c3de279-3ce7-5b9b-babc-884f793b8813,I Wish the Jury Had Not Sentenced My Family’s Killer to Death,2022-11-01 09:00:22
nyt://article/4d41addc-bb67-54b4-8d9c-69b3bbd56c5d,Inflammatory Radio Ads From 2 Trump-Aligned Groups Are Airing in Battleground States,2022-11-01 09:00:24
nyt://article/4d89f4bc-e180-59b3-a8f3-0ba8ba04b6d6,A Powerful Theory of Why the Far Right Is Thriving Across the Globe,2022-11-01 09:00:26
nyt://article/55cf64a0-66da-527e-bc90-9c719eb4847d,"Food Prices Soar, and So Do Companies’ Profits",2022-11-01 09:00:27
nyt://article/e1d2f77a-270a-5646-a4d4-f619a8b7df12,A Carbone on Every Continent: Major Food Group Is Going Global,2022-11-01 09:00:28
nyt://article/65b5bb58-8964-5732-ae0c-36df24af6cf8,Truth Social’s Influence Grows Despite Its Business Problems,2022-11-01 09:00:29
nyt://article/9265a7f8-34a2-5816-a22a-2a07add98b1d,The Pandemic Generation Goes to College. It Has Not Been Easy.,2022-11-01 09:00:29
nyt://article/91d0fa83-9c40-54bf-a553-a773b8b7bfe5,What Does the End of Yeezy Mean for the Sneakerverse?,2022-11-01 09:00:30
nyt://article/0b4b030b-c5e9-5103-af25-843a6c892602,"In a New Novel, Percival Everett Riffs Gleefully on 007",2022-11-01 09:00:31
nyt://article/7fe03b17-72af-54bb-a91c-8627ae40cb48,A 16th-Century French Chateau That Honors a Family’s Histories of Exile,2022-11-01 09:00:31
nyt://article/1db501ee-fa87-5408-b056-51813549dc7e,From Nashville to Tupelo on the Natchez Trace Parkway,2022-11-01 09:00:32
nyt://article/ee413321-d4c4-5d27-8b1b-fd5c52a8d5f5,Inquiry Scrutinizes Trump Allies’ False Claims About Election Worker,2022-11-01 09:00:32
nyt://article/e2eae979-a102-5bf7-8bde-f458a477b1d9,"In Hunt to Solve ‘Fairy Circle’ Mystery, One Suspect Is Dismissed",2022-11-01 09:00:33
nyt://article/e9864193-3311-561b-975f-3e50ee5087ba,The Democrats’ Last Stand in Wisconsin,2022-11-01 09:00:33
nyt://slideshow/033682c0-edb7-5dc7-ab21-d1643fbae045,Southern California Minimalism with Old World Charm,2022-11-01 09:00:40
nyt://article/52e85c81-af14-5153-ba92-e618e3146ef3,A Minimalist House for Clutter-Free Living (Despite the Kids),2022-11-01 09:00:42
nyt://article/9f9dc059-9061-5d8e-b616-fe3983816b95,Film Club: ‘Svonni v. the Swedish Tax Agency’,2022-11-01 09:30:07
nyt://article/b74088d5-b9ec-58bf-8f80-dfda506a0cc7,Twitter in the Time of Elon Musk,2022-11-01 10:00:10
nyt://article/e10f9116-5ab8-58d0-bcad-0cf95ec9bc6f,Libertarian Candidate Drops Out of Arizona Senate Race and Endorses Masters,2022-11-01 10:00:10
nyt://article/c3ff9c4e-cab8-5ccb-9464-a9c85b8f3120,Many States Omit Climate Education. These Teachers Are Trying to Slip It In.,2022-11-01 10:04:36
nyt://article/f3e55c22-44e9-5a6c-8cad-60d6bd7a374a,Saudi Aramco Reports $42 Billion in Profit as Cash Rolls In for Oil Giants,2022-11-01 10:40:15
nyt://article/8710164f-73af-54cd-aa47-300da13c9e75,"Uber’s Revenue Is Up 72 Percent From Last Year, but It Posts a Loss",2022-11-01 11:01:10
nyt://article/fe2f1927-2776-5d52-afb4-920eff299dee,Affirmative Action’s Future,2022-11-01 11:19:44
nyt://interactive/23cae480-c390-5c16-8b9b-b10f5a83cfd2,New Faces Celebrate Día de Los Muertos,2022-11-01 11:28:51
nyt://article/272b461f-b6ad-55be-845e-d8b882db5525,Elon Musk May Yet Meet Twitter Executives in Court,2022-11-01 12:09:32
nyt://article/e734569a-8717-5fc2-a5aa-b68e302dc453,Quotation of the Day: The Final Journey,2022-11-01 12:34:53
nyt://article/9bda4f45-0376-5dc3-b594-93eff3f25737,"Scientists Are Gaining on R.S.V., a Persistent Threat to Children",2022-11-01 12:38:50
nyt://article/cdfc713e-3f9b-588e-997d-8c7a65dec462,"Bursting Into Dance: Gentlemen, Assume the Superhero Stance!",2022-11-01 13:00:06
nyt://article/ba76aa46-f05a-5c6b-897b-c75a9a7ef20b,Inside the Harvey Weinstein Rape Trial in Los Angeles,2022-11-01 13:00:08
nyt://article/bf5d28c6-02c9-586b-95a5-467d4a822619,Disney Tries Mixing Streaming With Shopping,2022-11-01 13:00:08
nyt://article/017e495b-63d2-560a-b515-579858aeeb45,Second Anonymous Woman Defends Claim That Walker Pressured Her for Abortion,2022-11-01 13:08:12
nyt://article/8ff05581-88db-50d8-8879-b095fc0e8af4,"A Bridge Offered Relief From Migrants’ Toil, Before Taking Their Lives",2022-11-01 13:24:35
nyt://article/62d2d02c-5a93-54ed-98f6-8f3886a2511a,Christina Applegate Pours One Out for ‘Dead to Me’,2022-11-01 14:00:06
nyt://article/81e8bcee-a1e1-5ad2-af60-4a7c945c010d,Behind 3 Champions’ Smithsonian Portraits,2022-11-01 14:00:10
nyt://article/99f1986f-032e-58e2-bad8-6ead27e5e89a,"Takeoff, of Atlanta Rap Trio Migos, Shot Dead at 28",2022-11-01 14:15:28
nyt://article/3bba653c-8073-5e30-a008-5ddc16cf4a8d,"Where Russian Fire Pours Down, His Men Sneak Forward",2022-11-01 14:24:54
nyt://article/e9106702-afe5-53ec-b545-f9d64f44d894,"Bolsonaro Agrees to Transition, Two Days After Losing Brazil Election",2022-11-01 14:37:18
nyt://article/1cb56b54-c1d1-5c73-bc1c-5d04582514fa,"Lucian Freud, Stripped of Fame and Scandal",2022-11-01 14:54:14
nyt://article/7ded7c47-bc4c-5995-8603-f13f9a1c1965,Martin Intensifies as Post-Tropical Storm but Poses No Threat to Land,2022-11-01 14:59:44
nyt://article/c82ec2e0-dc5e-507c-85b2-7f8a812507a5,How Brains Send a Signal That It’s Time to Vomit,2022-11-01 15:00:09
nyt://article/22bf5275-aa7a-503f-a493-1e5f0f5124cc,Roberts Extends Freeze on House’s Attempt to Obtain Trump’s Tax Returns,2022-11-01 15:01:54
nyt://article/64777dcb-82b9-5b3b-ba4a-91dbbec63f41,Job Openings Rose in September Despite Higher Interest Rates,2022-11-01 15:01:58
nyt://interactive/0fcc1db4-599f-570f-a0a1-1d7c94b50c2c,On the Scene of a Russian Rocket Attack,2022-11-01 15:08:59
nyt://article/84eb5507-19df-5830-a7e8-a526ece87759,Alcohol Deaths Claim Lives of Working-Age Americans,2022-11-01 15:17:27
nyt://article/ac158d74-105b-56a1-b15e-13f46f7fdb21,A Surge of Overseas Abortion Pills Blunted the Effects of State Abortion Bans,2022-11-01 15:20:39
nyt://article/c2c53995-e0c5-569b-a478-52a2ca5e2bc8,What’s next for the Amazon?,2022-11-01 15:25:25
nyt://article/4162b4ec-2a68-5313-b62f-a9261974ef95,Barry Keoghan Doesn’t Mean to Be a Scene-Stealer,2022-11-01 15:42:23
nyt://article/f40c9e3b-cf98-5aad-9e69-d408c179d2d7,New York’s Hottest Club Is … the Bar at Moynihan Hall?,2022-11-01 15:59:53
nyt://article/c7e277db-716f-5554-9936-0c146423e029,Day of the Dead in High Style,2022-11-01 16:00:19
nyt://article/b2dc4b84-8103-5d47-972b-4146bd838d2c,A Hamptons Property Fight Over a Black Whaler’s Homestead,2022-11-01 16:00:41
nyt://article/f8cb7e63-e872-5748-b1e2-7fc3432847bb,‘This Is Our March 2020’: Children’s Hospitals Are Overwhelmed by R.S.V.,2022-11-01 16:07:57
nyt://article/54d22e58-06ca-54ca-92c4-3fd418202dac,"When Everything Is Heavy, a Touch of Humor Can Help",2022-11-01 16:10:22
nyt://article/e3a71a22-3746-5ea4-8646-6b8c5d593348,"Gael Greene, Who Shook Up Restaurant Reviewing, Dies at 88",2022-11-01 16:18:00
nyt://article/255600d0-0274-5dc7-8106-18f0c4c6be64,On the scene of a Russian rocket attack.,2022-11-01 16:22:01
nyt://article/1c9953a4-cf0f-5834-b8ae-78f185329cdd,Security Training Group Asks Musk to Rid Twitter of Antisemitism,2022-11-01 16:33:46
nyt://article/24e51b8b-36ef-5c34-ae41-8808ba7cff46,"Molyvos, Greek in Midtown West, Reopens in a New Location",2022-11-01 16:35:49
nyt://article/eb2365b6-50db-5799-b0c6-d4fc2583f72e,"Julie Powell, Food Writer Known for ‘Julie & Julia,’ Dies at 49",2022-11-01 16:38:20
nyt://article/324687b2-1974-5d08-a8ad-431cc0b3544d,Transcript: Ezra Klein Interviews Pippa Norris,2022-11-01 16:43:07
nyt://article/2c7bf0dc-1688-51b2-8a15-af4131843ea7,Taylor Swift to Bring Eras Tour to Stadiums Next Year,2022-11-01 16:47:43
nyt://article/f3a1cf1e-fda2-5b0e-af7e-c1af2a4e21a8,Corporate America Has a Message for the Fed About Inflation,2022-11-01 16:51:26
nyt://article/f04597f5-e5d8-5bae-b3d4-1d09fccbc6d9,‘William Still’ Isn’t a Household Name. It Should Be.,2022-11-01 17:00:09
nyt://article/0162c0ff-6948-5d71-9cf3-4a4dd8caad4a,Nets Fire Coach Steve Nash,2022-11-01 17:06:16
nyt://article/fb817c34-4c78-568b-b687-3b278829ef57,"Once a G.O.P. Stalwart, Liz Cheney Hits the Trail for Democrats",2022-11-01 17:24:58
nyt://article/34b33204-d219-58f6-b1c7-e85047ae4f8f,"Former U.K. Health Secretary Gets a TV Gig, Then a Suspension",2022-11-01 17:30:08
nyt://article/bdeded48-1e69-52c7-a044-1eb00c7bc87f,Prosecutors Look at Florida Election Protest as a Model for Jan. 6,2022-11-01 17:40:41
nyt://article/2770266d-afb8-5f93-87fc-6061217d8bd3,‘God Forbid’ Review: An Affair With Political Implications,2022-11-01 17:41:01
nyt://interactive/eae59d3c-9c93-52ce-a932-d240b7f974a7,Opinion Round Table: Is Diversity in the Modern Era on Trial?,2022-11-01 17:45:01
nyt://article/15df7d84-44f7-54f2-8a99-e1acf76b8acd,N.Y.C. Buildings Commissioner’s Phone Seized in Criminal Gambling Probe,2022-11-01 17:45:59
nyt://interactive/c9d29622-60c7-5253-b5d1-0470734c80ec,The 2022 Holiday Gift Guide,2022-11-01 17:50:15
nyt://article/9b7715f4-c869-5038-834f-4a5c37a5c508,"For Netanyahu’s corruption trial, a Jerusalem court is still surveying over 300 witnesses.",2022-11-01 18:05:15
nyt://article/5c927f2a-b44d-5995-b558-ed9a5c6b9bf6,Elon Musk’s Twitter Faces Exodus of Advertisers and Executives,2022-11-01 18:06:46
nyt://article/07c3719b-4066-52c0-b4c0-34bcaa0b83f2,Do You Have to Sign and Date Mail-In Ballots in Pennsylvania?,2022-11-01 18:14:26
nyt://article/6e1435e4-ad14-5efa-86cc-4a4cf64033fc,A Clash Over Race and College Admissions,2022-11-01 18:50:09
nyt://article/006d3309-0787-5b67-b80f-f3707f4df0a9,Pleas for Help Went Unheeded for Hours in Deadly South Korea Crush,2022-11-01 18:52:58
nyt://article/a0182fad-a791-57df-82ed-2e5df5f5efe3,Supreme Court Rules That Lindsey Graham Must Testify in Georgia Inquiry,2022-11-01 18:55:48
nyt://article/f19e7c86-c8da-59a5-a61f-11792a276f43,Why Do People Who Don’t Like Politics Hold the Fate of the Country in Their Hands?,2022-11-01 19:00:04
nyt://article/14280c07-c5ac-58e8-8167-2f62efd93483,Elon Musk’s Biggest Problem on Twitter May Be Its Advertisers,2022-11-01 19:00:07
nyt://article/8d44c9d4-6673-5a9c-8300-3a155d45db2b,Tiny Love Stories: ‘I Love Drama’,2022-11-01 19:00:09
nyt://article/99dd89f9-3120-57d7-9ff4-2f674152a413,"Key Witness Has Covid, Disrupting Trump Organization Trial After One Day",2022-11-01 19:10:47
nyt://article/ea24452b-da64-5253-8d7a-96e69e2eff41,Top Democrats Question Their Party’s Strategy as Midterm Worries Grow,2022-11-01 19:25:08
nyt://article/2460c9cd-48c0-5db7-8581-468bdd735a42,A Nation of Quitters,2022-11-01 19:25:11
nyt://article/29cffae8-9f45-56fa-b062-9b81b20328e5,"Suspect in Pelosi Attack Had Other Targets, Authorities Say",2022-11-01 19:26:46
nyt://article/0cffe9f6-91a9-5f70-a03c-1ae634dadda8,"Restaurant Review: Claud, a Basement Dining Room With Much Higher Aims",2022-11-01 19:36:34
nyt://article/e99f5070-2e1b-55b3-81ea-2b99139d2a5d,"2 Newark Police Officers Shot While Responding to 911 Call, Officials Say",2022-11-01 19:41:16
nyt://article/1d01f3db-af72-5f22-9675-4c81caa88974,‘The Unbelieving’ Review: Life After Faith,2022-11-01 19:46:12
nyt://article/68dfdc2c-8317-5f58-97ce-fac45ea00076,A Diverse Supreme Court Questions the Value of Diversity,2022-11-01 19:54:05
nyt://article/f7c48a8d-25a8-52b5-8a38-ccaf3d748383,A Short Guide to Restaurant Thanksgiving,2022-11-01 20:00:04
nyt://article/6b2531f0-4bf2-5fcf-a5c4-8c51e78ec814,Alien Superstar,2022-11-01 20:00:10
nyt://article/468d873c-ab4f-5546-8fad-3e6077e86e1f,‘Rip It Up!’ A Simple Exercise to Connect Classroom Learning to the Outside World,2022-11-01 20:15:39
nyt://article/087c6ef6-d17a-5fa6-90cc-c149c6e33825,Canada Aims to Add 1.45 Million Immigrants by 2025,2022-11-01 20:23:47
nyt://article/ad85ea00-6f9b-55d5-a10c-0fccc0eba86d,Trump and DeSantis Plan Dueling Florida Rallies as Rivalry Builds,2022-11-01 20:32:01
nyt://article/4266c450-23a1-53a9-b72a-7f1b8ba62321,Engaging or Enabling an Autocrat? Colombian Leader Visits Venezuela.,2022-11-01 20:48:12
nyt://article/bbd5e188-d19e-50d2-8b0f-5c7ed221dd2a,"The Facts About the Attack on Paul Pelosi, According to Prosecutors",2022-11-01 20:51:29
nyt://article/a4104128-17ba-58c9-a916-1f6070b53342,The Visual Artist Who Thinks of Herself as a Dancer or an Aviator,2022-11-01 20:55:27
nyt://article/9aae497b-dd8b-5de6-874d-a9304b31dcc7,"Bernard Rosen, Budget Brain for Four New York City Mayors, Dies at 91",2022-11-01 20:59:10
nyt://article/ef9248bd-4599-5bf1-9e52-95c0cf77facf,U. of Florida Trustees Approve Ben Sasse as School’s Next President,2022-11-01 21:03:24
nyt://article/ba95e6a4-34c0-5cf4-a0d3-8525711fca73,How Takeoff and the Migos Flow Changed Atlanta Rap,2022-11-01 21:03:41
nyt://article/65965017-d1d3-549f-82bc-45a7f3a7acb0,"Your Wednesday Briefing: Israel Votes, Again",2022-11-01 21:08:53
nyt://article/18c3a258-6d10-5b53-aa1f-173a9b54656e,"The Heir: In Nevada, a G.O.P. Candidate Sheds His Political Inheritance",2022-11-01 21:22:41
nyt://article/885d3fdb-d5da-53b3-8c2a-cc54cf7e2597,"Racism and Theater, Then and Now",2022-11-01 21:26:53
nyt://article/9b0b3f9b-9adb-595b-8da5-f5aeae4214d1,Parkland Gunman Gets 34 Life Sentences,2022-11-01 21:39:11
nyt://article/f7208fb6-0206-5d31-b478-369d1593c44d,Here’s What Diversity Means for One Group of Harvard Students,2022-11-01 21:46:27
nyt://article/9b2b7fd4-a3fd-50e7-bc43-d1978602c05d,What Any Parent Would Do,2022-11-01 21:46:47
nyt://article/17b0b7a4-9983-563e-9b5f-993509103147,"From Yale to Newsmax, Usha Vance Has Helped J.D. Vance Chart His Path",2022-11-01 21:47:28
nyt://article/52154e40-5cf1-5aec-b0cd-d633a1ce7b5f,"Daniel Smith, 90, Dies; Thought to Be the Last Child of an Enslaved Person",2022-11-01 21:50:21
nyt://article/3601def6-b38e-5d29-8637-e0dabd8ebbfb,Your Tuesday Evening Briefing,2022-11-01 21:55:39
nyt://article/45d9561e-5c2b-5b4c-8b82-aae91f74f3ab,"A Big Publishing Merger Was Blocked, but Brought the Industry Little Clarity",2022-11-01 22:14:43
nyt://article/e5732537-fd58-515b-a05f-c9717405ce47,"Christine Farnon, ‘Guiding Light’ of the Grammys, Dies at 97",2022-11-01 22:26:37
nyt://article/fd55cf3c-3d03-5bbc-b3ad-dc6e96b2da96,"With Falsehoods and Ridicule About Pelosi Attack, Republicans Mimic Trump",2022-11-01 22:29:26
nyt://article/0ce71a93-c649-5afe-800c-5d183929a452,"Even After Jan. 6 Riot Was Quelled, Oath Keepers Were Urged to Fight On",2022-11-01 22:31:54
nyt://article/4fd606b7-6da6-55ca-b56f-6cdc9f3be915,Why Election Experts Are So Confused About the 2022 Turnout Mystery,2022-11-01 23:00:06
nyt://article/0676b9a0-2128-56db-835a-77c59516f904,Putin Is Starting to Do What Won Him a War 7 Years Ago,2022-11-01 23:00:08
nyt://article/bc343b8c-b24d-505c-b8e1-bfa3971cd838,Russia Pushes Ukrainians to Relocate as Possible Battle for Kherson Looms,2022-11-01 23:00:12
nyt://article/2c07df61-e592-5526-b888-fe4fdb4795ad,"Shattered by Nazi Bombs, a Fossil’s Lost Copies Are Just Being Found",2022-11-01 23:01:10
nyt://article/236e6db0-dcf2-5bf3-9c52-09acc83fa8a4,A Coach Who Has ‘Seen It All’ Keeps Making the World Series,2022-11-01 23:08:25
nyt://article/4fd51683-bb1c-5e57-81ea-0f6c5a6b8ef6,Mike Pence Visits Georgia as Gov. Brian Kemp Plays Up Early Turnout,2022-11-01 23:12:57
nyt://article/4c9634b9-aa9e-5196-9daa-59ca5130fcb2,How China Lost America,2022-11-01 23:25:15
nyt://article/b7d92290-6269-5d06-9ffd-0d204c421c20,"Biden Verbally Fumbles, Twice, During Campaign Trip in Florida",2022-11-01 23:27:54
nyt://article/a082dd06-95f9-53d5-b1f7-b284680c3db3,"Biden, in Midterm Campaign Pitch, Focuses on Social Security and Medicare",2022-11-02 00:10:28
nyt://article/74d7b8ed-c21c-5418-98ab-8287ac43a864,Police Cameras at Pelosi’s House Were Unmonitored as They Caught Break-In,2022-11-02 00:15:24
nyt://article/b3461325-5727-5246-8ccd-e0bedd9ddc65,"John McVay, Key Figure in the Making of a 49ers Dynasty, Dies at 91",2022-11-02 00:18:25
nyt://article/ce6a9bf6-ed17-5b91-a607-616271112b69,Pennsylvania Supreme Court Says Mail-In Ballots Without Dates Should Not Be Counted,2022-11-02 00:26:09
nyt://article/d2776d37-a20e-513a-8ee4-f11b75362fa4,Louisiana Governor Calls for Inquiry Into Abuses at Juvenile Detention Center,2022-11-02 00:58:15
nyt://article/3fded152-90ce-5400-80d0-f5365d1b90ce,"Netanyahu Holds Slight Lead in Israeli Election, Exit Polls Show",2022-11-02 01:16:19
nyt://interactive/127a2d9b-b9f2-549b-a41b-84405d11fbfa,Read the document that reveals new details about the Pelosi attack,2022-11-02 01:23:10
nyt://article/e3a05a1f-e4ca-58fa-b4cf-e23eec50ba4b,"Vance Says He Will Accept Election Results, While Still Questioning 2020’s",2022-11-02 01:39:18
nyt://article/59dac27a-2978-5c35-a56e-a8926edeacb4,Many Lawyer Puns,2022-11-02 02:00:06
nyt://article/bc485d4d-f9fa-5cf8-ba13-bedbfa6571a7,"North Korea Launches 23 Missiles, Triggering Air-Raid Alarm in South",2022-11-02 03:04:12
nyt://article/5366ccb2-11f3-5e21-9534-25917434d0a4,Barrage of Homers Puts Phillies in Control of World Series,2022-11-02 03:18:56
nyt://article/e09bbe45-47e4-553e-974a-dc4863be0931,Judge Curbs Actions of Election-Monitoring Group in Arizona,2022-11-02 03:25:24
nyt://article/1769aaf0-94a9-51da-bcd9-18f83c3357c8,"Corrections: Nov. 2, 2022",2022-11-02 03:55:32
nyt://article/5d703233-0074-5f5b-a4ec-52f0082c90b3,Quotation of the Day: Musk Is Asked to Remove Antisemitic Posts on Website,2022-11-02 03:57:44
nyt://article/f0f888aa-2ecb-557e-8a24-0870495f8213,Geno Smith Isn’t the Only Reason the Seahawks Are Riding a Mile High,2022-11-02 04:01:05
nyt://article/6d062491-560b-51e4-bee5-6d100df9d8cb,A Capital Draped in Darkness,2022-11-02 04:01:15
nyt://interactive/d904aece-fe12-5389-bc2a-22e70ce499d6,"Phillies Hit 1,950 Feet of Homers in Game 3",2022-11-02 04:22:52
nyt://article/cc2068bd-b0ee-5c7a-851c-431500b5d80a,Your Wednesday Briefing,2022-11-02 04:54:32
nyt://article/020d597c-be69-50d1-8450-7d08c6257654,Russia rejoins the grain deal after saying it received safety assurances.,2022-11-02 05:11:39
nyt://article/563830ac-1a6a-5484-aceb-1fe72ae07dce,Stephen Colbert Isn’t Amused by Elon Musk’s Plan to Monetize Twitter,2022-11-02 05:47:53
nyt://article/f8c20c55-04c5-58f6-9c3d-437649fc68c1,Word of the Day: impugn,2022-11-02 06:00:02
nyt://article/ddfc4f6b-17b0-5488-94a1-141290da0a0b,Astros Starter Insists Awful Game Had ‘Nothing to Do With Tipping’,2022-11-02 06:04:38
nyt://article/b91ebff3-a502-5548-86fc-d52c4d45406d,‘Goodnight Moon’,2022-11-02 07:00:02
nyt://article/cc814db7-f6e7-5ac9-b950-a8a1d6304d9a,Spelling Bee Forum,2022-11-02 07:00:03
nyt://article/b82ef686-fba4-580b-ae7c-969dd39924fc,Widespread Racial Bias Found in Home Appraisals,2022-11-02 07:00:09
nyt://article/23016747-a309-5100-907b-18408b59528d,"As Housing Costs Soar, Co-Living Makes a Comeback",2022-11-02 07:00:11
nyt://article/f431fe9a-602d-58be-b109-4bbd162b8efe,"For Daughter of American Militant, Scars of ISIS’ Reign Run Deep",2022-11-02 07:00:13
nyt://article/976fc9f8-6426-570f-913c-3c6049c20f50,"As Netanyahu Nears Victory, Israel’s Extremist Parties Celebrate",2022-11-02 07:47:31
nyt://article/da60e96d-e93d-544f-b870-f40b49f8102b,"After Covid Lockdown, Fear and Unrest Sweep iPhone Factory in China",2022-11-02 07:56:25
nyt://article/f7d60334-a9aa-523c-a3ae-de8e166687b0,What Issues Are Most Important for You Leading Up to the Midterm Elections?,2022-11-02 09:00:04
